,course_link,course_title,course_type,author,price,price_with_video,course_rating,course_rating_count,rubies,target_color,beginning,casual,intermediate,advanced,expert,language,instruction_word_count,free_video,trainable_variations,avg_line_depth,released_on,support_level,section
283,https://www.chessable.com/invisible-chess-moves/course/17330/,Invisible Chess Moves,MoveTrainer™ Tactics course,IM Yochanan Afek and FM Emmanuel Neiman & New in Chess,€25.50,€25.50,4.6,12,8,both pieces,0.0,1.0,1.0,1.0,0.0,English,"38,410",,201,5.79,"Feb 12, 2019",Community,🎓 Titled player
284,https://www.chessable.com/the-vienna-game-rekindled/course/26820/,The Vienna Game: Rekindled,MoveTrainer™ Opening course,GM marianpetrov,€25.50,€25.50,4.8,20,8,white pieces,0.0,1.0,1.0,1.0,1.0,English,"11,518",,92,17.76,"Oct 28, 2019",High,🎓 Titled player
285,https://www.chessable.com/tune-your-chess-tactics-antenna/course/23034/,Tune Your Chess Tactics Antenna,MoveTrainer™ Tactics course,FM Emmanuel Neiman & New in Chess,€26.50,€26.50,4.6,90,302,both pieces,1.0,1.0,1.0,1.0,0.0,English,"33,361",,255,23.60,"May 10, 2019",Community,📚 Publisher
286,https://www.chessable.com/the-modernized-colle-zukertort-attack/course/29156/,The Modernized Colle-Zukertort Attack,MoveTrainer™ Opening course,GM Milos Pavlovic & Thinkers Publishing,€26.95,€26.95,4.5,11,16,white pieces,0.0,1.0,1.0,1.0,1.0,English,"41,182",,454,17.48,"Dec 12, 2019",Community,📚 Publisher
287,https://www.chessable.com/the-100-endgames-you-must-know-workbook-practical-endgames-exercises-for-every-chess-player/course/24420/,The 100 Endgames You Must Know Workbook: Practical Endgames Exercises for Every Chess Player,MoveTrainer™ Endgame course,GM Jesús de la Villa & New in Chess,€27.99,€27.99,4.7,51,265,both pieces,0.0,1.0,1.0,1.0,1.0,English,"57,954",,,6.59,"Jul 01, 2019",Community,📚 Publisher
288,https://www.chessable.com/the-hyper-accelerated-dragon-a-full-repertoire-for-black/course/8300/,The Hyper Accelerated Dragon: A Full Repertoire for Black,MoveTrainer™ Opening course,IM Raja Panjwani & Thinkers Publishing,€26.95,€26.95,4.8,81,115,black pieces,0.0,0.0,1.0,1.0,0.0,English,"74,375",,226,18.11,"Jan 17, 2018",Community,📚 Publisher
289,https://www.chessable.com/chess-pattern-recognition-for-beginners/course/25906/,Chess Pattern Recognition for Beginners,MoveTrainer™ Strategy/Tactics course,IM Arthur van de Oudeweetering & New in Chess,€26.50,€26.50,4,24,15,both pieces,1.0,1.0,1.0,0.0,0.0,English,"50,523",,161,28.20,"Aug 01, 2019",Community,📚 Publisher
290,https://www.chessable.com/train-your-chess-pattern-recognition/course/35541/,Train Your Chess Pattern Recognition,MoveTrainer™ Strategy/Tactics course,New in Chess,€27.95,€27.95,4.5,7,6,both pieces,0.0,0.0,1.0,1.0,1.0,English,"73,757",,259,20.70,"Mar 23, 2020",Unspecified,📚 Publisher
291,https://www.chessable.com/french-defense-the-solid-rubinstein-variation/course/8636/,French Defense: The Solid Rubinstein Variation,MoveTrainer™ Opening course,IM Hannes Langrock & Russell Enterprises,€26.50,€26.50,4.9,9,512,black pieces,0.0,0.0,1.0,1.0,0.0,English,"141,243",,633,15.43,"Oct 10, 2018",Community,📚 Publisher
292,https://www.chessable.com/endgame-virtuoso-magnus-carlsen/course/25442/,Endgame Virtuoso Magnus Carlsen,MoveTrainer™ Endgame course,IM Tibor Karolyi & New in Chess,€26.50,€26.50,4.6,12,35,both pieces,0.0,0.0,1.0,1.0,0.0,English,"93,748",,,11.20,"Jul 29, 2019",Community,📚 Publisher
