,course_link,course_title,course_type,author,price,price_with_video,course_rating,course_rating_count,rubies,target_color,beginning,casual,intermediate,advanced,expert,language,instruction_word_count,free_video,trainable_variations,avg_line_depth,released_on,support_level,section
186,a-masters-guide-to-the-grunfeld-vs-1d4-1nf3/course/4281/,A Master's Guide to the Grunfeld vs 1.d4 & 1.Nf3,Opening course,FM Daniel Barrish,10.5,10.5,4,27,123,black pieces,0,0,1,1,0,English,"15,023",,155,13.52,"May 24, 2017",Medium,Titled player
187,neutralizing-the-closed-sicilian/course/23995/,Neutralizing The Closed Sicilian,Opening course,Ring (2350 Online Rating),10.99,10.99,4,5,20,black pieces,0,1,1,1,1,English,"22,918",,174,20.43,"Apr 29, 2020",High,Community
188,combat-the-caro-kann-with-3exd5/course/11723/,Combat the Caro-Kann with 3.exd5,Opening course,IM lukas_111111 (2467 FIDE),10.5,10.5,4,13,0,white pieces,0,0,1,1,0,English,"3,588",,32,15.34,"May 30, 2018",Unspecified,Titled player
189,gm-avrukh-against-the-scotch-game/course/5884/,GM Avrukh Against the Scotch Game,Opening course,"GM Boris Avrukh, presented",10.5,10.5,4,7,15,black pieces,0,1,1,1,0,English,"7,840",,66,14.79,"Jun 01, 2017",Medium,Community
190,the-fighting-sicilian-a-complete-repertoire-vs-1e4/course/8018/,The Fighting Sicilian: A complete repertoire vs 1.e4,Opening course,"FM MarkoMakaj (2905 Online Rating, 2380 FIDE)",17.99,12.99,4,74,243,black pieces,0,1,1,1,0,English,"29,949",2 hours and 49 minutes,324,16.36,"Nov 13, 2017",Medium,Titled player
191,tactics-in-the-trompowsky/course/16578/,Tactics in the TromPOWsky,Tactics course,JeroenW (2147 FIDE),11.99,11.99,4,8,10,both pieces,0,1,1,1,1,No language,"12,476",,875,19.96,"Feb 08, 2019",Medium,Community
192,szybki-kurs-obrony-francuskiej/course/15651/,Szybki kurs obrony francuskiej,Opening course,"FM dczerw (2358 Online Rating, 2286 FIDE)",12.75,12.75,0,0,0,black pieces,1,1,1,0,0,Polish,"3,811",,62,13.93,"Oct 09, 2018",High,Titled player
193,erwins-opening-lab-the-dubov-tarrasch/course/26378/,Erwin's Opening Lab: The Dubov Tarrasch,Opening course,GM erwinlami (2620 FIDE),13.99,45.98,4,33,72,black pieces,0,0,1,1,1,English,"12,757",18 minutes,52,19.09,"Sep 30, 2019",High,Titled player
194,visualise-1/course/25695/,Visualise 1,Opening course,Benedictine (135 ECF),13.99,13.99,4,170,219,both pieces,1,1,1,0,0,No language,"2,809",,0,5.24,"Jul 31, 2019",High,Community
195,visualise-3/course/27269/,Visualise 3,Opening course,Benedictine (135 ECF),13.99,13.99,4,14,10,both pieces,1,1,1,1,0,No language,"9,568",,0,11.08,"Oct 30, 2019",High,Community
196,visualise-4/course/32910/,Visualise 4,Opening course,Benedictine (135 ECF),13.99,13.99,4,15,36,both pieces,1,1,1,1,0,No language,"6,209",,0,5.3,"Feb 24, 2020",High,Community
197,visualise-2/course/26550/,Visualise 2,Opening course,Benedictine (135 ECF),13.99,13.99,4,37,69,both pieces,0,1,1,1,0,No language,"9,955",,0,5.76,"Aug 28, 2019",High,Community
198,visualise-5/course/35551/,Visualise 5,Opening course,Benedictine (135 ECF),13.99,13.99,0,0,0,both pieces,1,1,1,1,0,English,"6,677",,0,5.06,"Jul 13, 2020",High,Community
199,thematic-tactics-endgame-checkmates/course/17430/,Thematic Tactics: Endgame Checkmates,Tactics/Endgame course,FM Martin Voigt & IM Dirk Sebastian (2452 FIDE),13.75,13.75,4,34,33,both pieces,0,1,1,1,1,No language,"6,346",,227,3.15,"Jan 14, 2019",High,Titled player
200,thematic-tactics-sveshnikov-sicilian/course/32022/,Thematic Tactics: Sveshnikov Sicilian,Tactics course,FM Martin Voigt & IM Dirk Sebastian (2452 FIDE),13.75,13.75,5,16,10,both pieces,0,1,1,1,1,English,"5,146",,141,3.01,"Jan 03, 2020",High,Titled player
201,thematic-tactics-the-london-system/course/16947/,Thematic Tactics: The London System,Tactics course,FM Martin Voigt & IM Dirk Sebastian (2452 FIDE),13.75,13.75,4,54,84,both pieces,0,1,1,1,1,No language,"4,126",,230,2.75,"Dec 24, 2018",High,Titled player
202,thematic-tactics-benko-gambit/course/23781/,Thematic Tactics: Benko Gambit,Tactics course,& FM Martin Voigt IM Dirk Sebastian (2452 FIDE),13.75,13.75,4,16,11,both pieces,0,1,1,1,1,No language,"9,624",,213,2.98,"Jun 19, 2019",High,Titled player
203,thematic-tactics-alekhine-defense/course/27640/,Thematic Tactics: Alekhine Defense,Tactics course,FM Martin Voigt & IM Dirk Sebastian (2452 FIDE),13.75,13.75,4,14,3,both pieces,0,1,1,1,1,No language,"7,337",,155,3.14,"Sep 18, 2019",High,Titled player
204,thematic-tactics-minor-piece-endgames/course/29944/,Thematic Tactics: Minor Piece Endgames,Tactics/Endgame course,IM Dirk Sebastian (2452 FIDE),13.75,13.75,4,15,30,both pieces,0,1,1,1,1,English,"5,967",,126,3.45,"Nov 28, 2019",High,Titled player
205,conquer-the-caro-kann-the-shirov-attack/course/39758/,Conquer the Caro-Kann: The Shirov Attack,Opening course,DrErykHargrove (2110 USCF),13.99,13.99,0,0,0,white pieces,0,1,1,1,1,English,"19,306",,79,15.16,"Jun 24, 2020",High,Community
206,przyspieszony-smok-zniszcz-biae/course/12544/,Przyspieszony Smok - zniszcz białe!,Opening course,"FM dczerw (2358 Online Rating, 2286 FIDE)",13.75,13.75,4,15,30,black pieces,0,1,1,1,0,Polish,"2,668",,85,15.97,"Jun 20, 2018",High,Titled player
207,zap-tactics-in-the-slav/course/19853/,Zap! Tactics in the Slav,Tactics course,JeroenW (2147 FIDE),13.99,13.99,4,4,2,both pieces,0,1,1,1,1,English,"19,785",,1149,20.31,"Mar 15, 2019",Medium,Community
208,im-john-bartholomews-scandinavian/course/79/,IM John Bartholomew's Scandinavian,Opening course,"IM John Bartholomew (2534 USCF, 2446 FIDE)",15.75,15.75,4,191,285,black pieces,0,0,1,1,0,English,"8,208",,142,12.33,,High,Titled player
209,on-the-way-to-the-queens-gambit-declined/course/4642/,On the way to the Queen's Gambit Declined,Opening course,GM Alex Colovic,15.99,68.98,4,50,248,black pieces,0,0,1,1,0,English,"4,923",33 minutes,225,13.76,"Feb 08, 2017",Medium,Titled player
210,a-grandmaster-guide-the-reti-kings-indian-attack-and-others-based-on-the-qgd/course/6554/,"A Grandmaster Guide: The Reti, King's Indian Attack, and others, based on the QGD.",Opening course,GM Alex Colovic,15.99,42.98,4,37,48,black pieces,0,0,1,1,0,English,"2,357",19 minutes,128,11.06,"Aug 02, 2017",Medium,Titled player
211,100-endgames-you-must-know/course/5193/,100 Endgames You Must Know,Endgame course,"New in Chess , GM de la Villa and video",21.99,16.99,4,1021,"2,154",both pieces,0,1,1,1,1,English,"76,246",2 hours and 18 minutes,198,5.56,"Jul 19, 2017",Community,Publisher
212,the-golden-streak-ding-lirens-tactics-strategy-in-100-unbeaten-games/course/16764/,The Golden Streak: Ding Liren’s Tactics & Strategy in 100 Unbeaten Games,Tactics course,"wmiltti (2250 Online Rating, 2050 FIDE)",15.99,15.99,4,18,70,both pieces,1,1,1,1,0,English,"26,060",,89,26.42,"Mar 21, 2019",High,Community
213,dazzling-defenses-against-checkmate-patterns/course/31221/,Dazzling Defenses against Checkmate Patterns,Tactics course,CraftyRaf,14.99,14.99,4,20,36,both pieces,0,0,1,1,1,English,"14,231",,163,29.17,"Jan 30, 2020",High,Community
214,common-chess-patterns/course/13348/,Common Chess Patterns,Tactics course,Benedictine (135 ECF),14.99,14.99,4,129,450,both pieces,1,1,1,0,0,English,"8,205",,738,2.46,"Sep 27, 2018",High,Community
215,the-fighting-kings-indian-defense/course/15342/,The Fighting King's Indian Defense,Opening course,"FM MarkoMakaj (2905 Online Rating, 2380 FIDE)",25.99,15.99,4,53,173,black pieces,0,1,1,1,0,English,"68,723",2 hours,507,14.6,"Oct 29, 2018",Medium,Titled player
216,reversing-mate-world-champions-edition-vol-1/course/16484/,Reversing Mate - World Champions Edition Vol. 1,Tactics course,AlanB officially endorsed,21.99,16.99,4,22,93,both pieces,1,1,1,0,0,English,"36,298",,3200,2.19,"Dec 18, 2018",High,Community
217,reversing-mate-world-champions-edition-vol-2/course/18351/,Reversing Mate - World Champions Edition Vol. 2,Tactics course,AlanB,21.99,15.99,4,18,24,both pieces,1,1,1,0,0,English,"55,286",,3234,2.25,"Mar 11, 2019",High,Community
218,the-grunfeld-revisited/course/19470/,The Grunfeld Revisited,Opening course,Jestfer (1976 FIDE) officially endorsed,14.99,14.99,4,28,34,black pieces,0,1,1,1,0,English,"65,909",,418,23.34,"Feb 22, 2019",High,Community
219,the-shirov-gambit-break-down-the-philidor-defense/course/25424/,The Shirov Gambit: Break Down the Philidor Defense,Opening course,"FM AmroElJawich (2563 Online Rating, 2309 FIDE)",15.75,15.75,4,6,0,white pieces,0,1,1,1,1,English,"7,216",,132,16.77,"Aug 07, 2019",High,Titled player
220,chessexplaineds-benko-repertoire-a-complete-answer-to-1d4/course/3258/,Chessexplained's Benko Repertoire: A complete answer to 1.d4,Opening course,IM Chessexplained,15.75,15.75,4,150,315,black pieces,0,0,1,1,0,English,"19,025",,287,13.19,"Sep 25, 2016",Medium,Titled player
221,the-mighty-makogonov-vs-the-kings-indian-defense/course/19188/,The Mighty Makogonov vs. The King’s Indian Defense,Opening course,"InfiniteFlash (2300 Online Rating, 2100 USCF)",14.99,14.99,5,13,478,white pieces,0,0,1,1,1,English,"100,070",,135,18.2,"Sep 25, 2019",High,Community
222,unbalanced-the-french-winawer-for-black/course/17632/,Unbalanced: The French Winawer for Black,Opening course,Chessinblackandwhite (2033 USCF),15.99,15.99,4,6,15,black pieces,0,1,1,1,0,English,"13,055",,154,12.28,"Feb 20, 2019",High,Community
223,antidotes-to-anti-dutch-systems/course/35481/,Antidotes to anti-Dutch systems,Opening course,"till (2495 Online Rating, 2205 FIDE)",21.99,16.99,0,0,90,black pieces,0,0,1,1,1,English,"50,008",,301,11.49,"Jun 24, 2020",High,Community
224,the-gring-gambit/course/23521/,The Göring Gambit,Opening course,Chessinblackandwhite (2033 USCF) &,15.99,15.99,4,5,0,white pieces,1,1,1,1,1,English,"21,699",,148,13.44,"Jun 24, 2020",High,Community
225,blackmar-diemer-for-blitz/course/33922/,Blackmar-Diemer for Blitz,Opening course,IndrekR (2200 Online Rating),15.99,15.99,4,16,10,white pieces,0,1,1,1,1,English,"15,040",,99,13.65,"Jun 24, 2020",High,Community
226,tackle-the-french-a-practical-repertoire-with-3-bd3/course/38971/,Tackle the French: A practical repertoire with 3. Bd3,Opening course,"Chessforlife (2553 Online Rating, 2100 FIDE)",15.99,15.99,4,5,0,white pieces,0,1,1,1,1,English,"24,007",,89,14.9,"Jun 24, 2020",High,Community
227,dodgys-tactics-french-caro-kann-scandinavian-and-pirc-1000-puzzles/course/12554/,"Dodgy's Tactics - French, Caro Kann, Scandinavian and Pirc - 1000 Puzzles!",Tactics course,"Dodgy (189 ECF, 2046 FIDE)",14.99,14.99,5,5,10,both pieces,1,1,1,1,0,English,"1,192",,1000,16.68,"Jul 02, 2018",High,Community
228,dodgys-e4-e5-tactics-full-version-750-puzzles/course/10763/,"Dodgy's e4 e5 Tactics - Full Version, 750 Puzzles",Tactics course,"Dodgy (189 ECF, 2046 FIDE)",14.99,14.99,4,9,10,both pieces,1,1,1,1,0,English,"2,270",,750,14.77,"Apr 09, 2018",Community,Community
229,dodgys-1-d4-tactics-volume-1-1000-puzzles/course/13412/,Dodgy's 1. d4 tactics Volume 1 - 1000 puzzles!,Tactics course,"Dodgy (189 ECF, 2046 FIDE)",14.99,14.99,4,5,205,both pieces,1,1,1,1,0,English,"1,137",,999,17.57,"Aug 06, 2018",High,Community
230,slaying-the-scandi/course/35693/,Slaying the Scandi,Opening course,Chessinblackandwhite (2033 USCF) &,15.99,15.99,4,4,31,white pieces,1,1,1,1,1,English,"24,535",,174,12.37,"May 27, 2020",High,Community
231,dodgys-1-d4-tactics-volume-2-1000-puzzles/course/14195/,Dodgy's 1. d4 tactics Volume 2 - 1000 puzzles!,Tactics course,"Dodgy (189 ECF, 2046 FIDE)",14.99,14.99,4,5,0,both pieces,1,1,1,1,0,English,"1,030",,1000,17.44,"Sep 21, 2018",High,Community
232,how-to-find-the-perfect-mate/course/20094/,How to Find the Perfect Mate,Tactics course,SavoryQuestion (1723 USCF),14.99,14.99,4,11,36,both pieces,1,1,1,0,0,English,"4,067",,462,1.79,"May 27, 2020",High,Community
233,dodgys-sicilian-tactics-1000-puzzles/course/11653/,Dodgy's Sicilian Tactics - 1000 Puzzles!,Tactics course,"Dodgy (189 ECF, 2046 FIDE)",14.99,14.99,4,5,25,both pieces,1,1,1,1,0,English,"1,886",,1000,16.88,"May 21, 2018",High,Community
234,daily-chess-training-chess-tactics-volume-1/course/28888/,Daily Chess Training: Chess Tactics - Volume 1,Tactics course,"FM chansen64 (2470 Online Rating, 2295 USCF, 2290 FIDE)",15.75,15.75,3,4,0,both pieces,0,1,1,1,0,English,"37,754",,404,28.72,"Nov 29, 2019",High,Titled player
235,the-systematic-kings-gambit/course/26088/,The Systematic King's Gambit,Opening course,ajbobb,15.75,15.75,4,14,10,white pieces,0,1,1,1,1,English,"35,010",,549,6.85,"Nov 29, 2019",High,Community
236,the-audacious-milner-barry-gambit/course/37375/,The Audacious Milner-Barry Gambit,Opening course,CM Jerome Solakian (2280 FIDE),15.99,15.99,4,5,6,white pieces,0,0,1,1,1,English,"13,597",,87,19.57,"May 28, 2020",High,Titled player
237,im-bobulas-dynamic-catalan/course/26077/,IM Bobula’s Dynamic Catalan,Opening course,IM MatBobula (2330 FIDE),24.99,16.99,3,13,15,white pieces,0,1,1,1,0,English,"12,679",29 minutes,120,13.59,"Dec 06, 2019",High,Titled player
238,crush-the-slav-with-the-boor-attack/course/11611/,Crush the Slav with the Boor Attack,Opening course,"FM Boorchess (2700 Online Rating, 2430 USCF, 2350 FIDE)",16.99,16.99,4,17,11,white pieces,0,0,1,1,0,English,"3,843",,42,11.37,"Jun 04, 2018",Medium,Titled player
239,1001-checkmate-exercises-mastering-an-essential-chess-skill/course/27699/,1001 Checkmate Exercises: Mastering An Essential Chess Skill,Tactics course,SamCicero (2200 (best) Online Rating),16.95,16.95,4,21,9,both pieces,0,1,1,1,0,No language,"6,530",,1451,1.75,"Jan 29, 2020",Medium,Community
240,1001-checkmate-exercises-advanced-edition/course/28768/,1001 Checkmate Exercises: Advanced Edition,Tactics course,SamCicero (2200 (best) Online Rating),16.95,16.95,4,3,1,both pieces,0,0,1,1,1,No language,"16,123",,1351,2.18,"May 28, 2020",Medium,Community
241,1001-checkmate-exercises-from-beginner-to-winner/course/21900/,1001 Checkmate Exercises: From Beginner to Winner,Tactics course,SamCicero (2200 (best) Online Rating),16.95,16.95,4,17,13,both pieces,1,1,1,0,0,English,"2,200",,1401,1.18,"Aug 28, 2019",Community,Community
242,chess-tests/course/35171/,Chess Tests,Tactics course,Russell Enterprises,25.95,17.95,0,0,8,both pieces,0,0,1,1,1,No language,"65,863",,226,6.89,"Jul 27, 2020",Community,Publisher
243,the-complete-open-sicilian-for-white-vol-1/course/40869/,The Complete Open Sicilian for White - Vol. 1,Opening course,"NM mn79 (2215 USCF, 2115 FIDE)",25.99,17.99,0,0,0,white pieces,0,0,1,1,1,No language,"42,023",,252,14.67,"Jul 29, 2020",High,Titled player
244,thematic-tactics-the-slow-italian-game/course/15617/,Thematic Tactics: The Slow Italian Game,Tactics course,FM Martin Voigt & IM Dirk Sebastian (2452 FIDE),17.75,17.75,4,23,130,both pieces,0,1,1,1,1,English,"12,286",,410,3.05,"Oct 31, 2018",High,Titled player
245,1e4-a-comprehensive-white-repertoire/course/8209/,1.e4: A Comprehensive White Repertoire,Opening course,"NM logozar (2588 Online Rating, 2226 USCF, 2058 FIDE) officially endorsed",26.99,19.99,4,118,652,white pieces,0,1,1,1,0,English,"153,782",,1252,14.24,"May 23, 2018",High,Titled player
246,1001-brilliant-ways-to-checkmate-21st-century-edition/course/11887/,1001 Brilliant Ways to Checkmate: 21st-Century Edition,Tactics course,Fred Reinfeld & Russell Enterprises,20.99,20.99,4,66,81,both pieces,1,1,1,1,0,English,"10,583",,1001,3.12,"May 30, 2018",Community,Publisher
247,1001-winning-chess-sacrifices-and-combinations-21st-century-edition/course/13444/,1001 Winning Chess Sacrifices and Combinations: 21st-Century Edition,Tactics course,Russell Enterprises,20.99,20.99,4,56,11,both pieces,0,1,1,1,0,English,"20,209",,987,3.34,"Jul 30, 2018",Community,Publisher
248,mastering-mates-1-1111-one-move-mates/course/11134/,"Mastering Mates 1: 1,111 One-Move Mates",Tactics course,Jon Edwards & Russell Enterprises,20.99,20.99,4,58,30,both pieces,1,1,1,0,0,English,0,,1111,35.1,"Apr 11, 2018",Community,Publisher
249,mastering-mates-2-1111-two-move-three-move-four-move-mates/course/11135/,"Mastering Mates 2: 1,111 Two-move, Three-move & Four-move Mates",Tactics course,Jon Edwards & Russell Enterprises,20.99,20.99,4,49,103,both pieces,1,1,1,0,0,English,"6,498",,1111,32.6,"Apr 13, 2018",Community,Publisher
250,learn-chess-the-right-way-book-2-winning-material/course/12367/,Learn Chess the Right Way - Book 2: Winning Material,Tactics course,GM Susan Polgar & Russell Enterprises,21.0,21.0,4,49,21,both pieces,1,1,0,0,0,English,"3,903",,500,1.58,"Jun 22, 2018",Unspecified,Publisher
251,learn-chess-the-right-way-book-5-finding-winning-moves/course/13157/,Learn Chess The Right Way - Book 5: Finding Winning Moves!,Tactics course,GM Susan Polgar & Russell Enterprises,21.0,21.0,4,19,0,both pieces,1,1,0,0,0,English,"3,513",,500,2.05,"Jul 16, 2018",Community,Publisher
252,learn-chess-the-right-way-book-1-must-know-checkmates/course/12192/,Learn Chess the Right Way - Book 1: Must-know Checkmates,Tactics course,GM Susan Polgar & Russell Enterprises,21.0,21.0,4,96,50,both pieces,1,1,0,0,0,English,"5,263",,498,1.12,"Jun 18, 2018",Community,Publisher
253,learn-chess-the-right-way-book-3-mastering-defensive-technique/course/12774/,Learn Chess the Right Way - Book 3: Mastering Defensive Technique,Tactics course,GM Susan Polgar & Russell Enterprises,21.0,21.0,4,49,100,both pieces,1,1,0,0,0,English,"3,447",,500,1.29,"Jul 02, 2018",Community,Publisher
254,learn-chess-the-right-way-book-4-sacrifice-to-win/course/13043/,Learn Chess the Right Way - Book 4: Sacrifice to Win!,Tactics course,GM Susan Polgar & Russell Enterprises,21.0,21.0,4,30,15,both pieces,1,1,0,0,0,English,"1,038",,500,2.37,"Jul 11, 2018",Community,Publisher
255,the-checkmate-patterns-manual/course/17841/,The Checkmate Patterns Manual,Tactics course,IM John Bartholomew & CraftyRaf,31.99,20.99,4,283,751,both pieces,0,1,1,1,0,English,"20,684",1 hour and 16 minutes,913,30.0,"Jul 24, 2019",High,Titled player
256,the-art-of-attack-in-chess/course/24575/,The Art of Attack in Chess,Tactics/Strategy course,IM Vukovic and presented GM Simon Williams & Everyman Chess,27.99,21.99,4,84,239,both pieces,0,1,1,1,1,English,"125,889",2 hours and 43 minutes,217,8.95,"Jul 08, 2019",Community,Publisher
257,chess-principles-reloaded-center/course/39556/,Chess Principles Reloaded - Center,Strategy/Tactics course,IM ChesscoachAndras,21.99,64.98,4,26,300,both pieces,1,1,1,0,0,English,"16,828",35 minutes,126,4.45,"Jul 15, 2020",High,Titled player
258,break-the-rules-play-the-trompowsky/course/19063/,Break the Rules: Play the Trompowsky!,Opening/Tactics course,"FM Kamil Plichta (3129 Online Rating, 2361 FIDE)",21.99,76.98,4,73,135,white pieces,0,1,1,1,1,English,"23,632",1 hour and 2 minutes,121,13.31,"Jan 28, 2019",High,Titled player
259,the-aggressive-queens-gambit-declined/course/35474/,The Aggressive Queens Gambit Declined,Opening course,NM Bryan Tillis (2274 USCF),31.99,21.99,4,11,150,black pieces,1,1,1,1,0,English,"57,534",1 hour and 47 minutes,325,17.31,"Jul 20, 2020",High,Titled player
260,the-principled-queens-gambit-part-2/course/37576/,The Principled Queen's Gambit: Part 2,Opening course,FM Daniel Barrish,31.99,21.99,4,27,27,white pieces,0,1,1,1,1,English,"148,879",1 hour and 48 minutes,388,14.67,"May 04, 2020",High,Titled player
261,the-principled-queens-gambit-part-1/course/35735/,The Principled Queen's Gambit: Part 1,Opening course,FM Daniel Barrish,31.99,21.99,4,49,58,white pieces,0,1,1,1,1,English,"149,101",1 hour and 35 minutes,341,14.35,"Mar 30, 2020",High,Titled player
262,the-london-system-essential-theory/course/15820/,The London System: Essential Theory,Opening course,"IM John Bartholomew (2534 USCF, 2446 FIDE) and",21.0,105.0,4,157,252,white pieces,0,1,1,0,0,English,"22,621",1 hour and 7 minutes,91,9.95,"Nov 19, 2018",High,Titled player
263,the-accelerated-queens-indian-defense-a-full-repertoire-against-1-d4-1-c4-and-1-nf3/course/32956/,"The Accelerated Queen's Indian Defense - a full repertoire against 1. d4, 1. c4 and 1. Nf3",Opening course,"FM Yuriy Krykun (2506 USCF, 2382 FIDE)",30.99,20.99,4,31,211,black pieces,0,1,1,1,1,English,"60,890",1 hour and 48 minutes,332,14.13,"May 11, 2020",High,Titled player
264,the-accelerated-rossolimo/course/35117/,The Accelerated Rossolimo,Opening course,"FM Yuriy Krykun (2506 USCF, 2382 FIDE)",21.99,65.98,4,14,41,white pieces,0,1,1,1,1,English,"22,286",35 minutes,132,13.13,"Apr 03, 2020",High,Titled player
265,the-complete-scotch/course/20476/,The Complete Scotch,Opening course,Chessinblackandwhite (2033 USCF) &,20.99,20.99,4,22,15,white pieces,0,1,1,1,0,No language,"21,149",,198,13.39,"Dec 19, 2019",High,Community
266,1001-chess-exercises-for-beginners/course/8038/,1001 Chess Exercises for Beginners,Tactics course,New in Chess,21.99,21.99,4,462,653,both pieces,1,1,1,0,0,English,"14,238",,967,2.41,"Dec 21, 2017",Community,Publisher
267,1001-chess-exercises-for-club-players/course/21646/,1001 Chess Exercises For Club Players,Tactics course,FM Frank Erwich & New in Chess,21.0,21.0,4,80,419,both pieces,0,1,1,1,0,English,"40,509",,1001,3.76,"Apr 01, 2019",Community,Publisher
268,tactics-time-1/course/21108/,Tactics Time 1,Tactics course,"Tim Brennan, Anthea Carson & New in Chess",21.0,21.0,4,137,228,both pieces,1,1,1,0,0,English,"19,474",,1000,2.11,"Mar 18, 2019",Community,Publisher
269,tactics-time-2/course/24008/,Tactics Time 2,Tactics course,"Tim Brennan, Anthea Carson & New in Chess",21.0,21.0,3,27,151,both pieces,1,1,1,0,0,English,"9,366",,1000,2.0,"Jun 03, 2019",Community,Publisher
270,tournament-ready-checkmates/course/33344/,Tournament Ready: Checkmates,Tactics course,"GM Daniel King, WFM Sarah Longson & UK Chess Challenge",22.99,45.98,4,10,13,white pieces,1,1,0,0,0,English,"5,573",15 minutes,212,1.33,"Apr 06, 2020",High,Publisher
271,tournament-ready-tactics/course/33346/,Tournament Ready: Tactics,Tactics course,"GM Daniel King, WFM Sarah Longson & UK Chess Challenge",22.99,45.98,4,9,6,white pieces,1,1,0,0,0,English,"5,166",18 minutes,244,1.89,"Apr 06, 2020",High,Publisher
272,tournament-ready-the-endgame/course/33413/,Tournament Ready: The Endgame,Tactics/Endgame course,"GM Daniel King, WFM Sarah Longson & UK Chess Challenge",22.99,45.98,4,6,7,white pieces,1,1,0,0,0,English,"5,609",12 minutes,124,3.03,"Apr 06, 2020",High,Publisher
273,tournament-ready-the-opening/course/33414/,Tournament Ready: The Opening,Tactics/Opening course,"GM Daniel King, WFM Sarah Longson & UK Chess Challenge",22.99,45.98,4,8,3,both pieces,1,1,0,0,0,English,"7,465",18 minutes,138,4.2,"Apr 06, 2020",High,Publisher
274,thematic-tactics-caro-kann/course/28538/,Thematic Tactics: Caro-Kann,Tactics course,FM Martin Voigt & IM Dirk Sebastian (2452 FIDE),21.0,21.0,3,9,3,both pieces,0,0,1,1,1,English,"12,730",,398,3.08,"Oct 18, 2019",High,Titled player
275,weekly-checkmates/course/23325/,Weekly Checkmates,Tactics course,"Dodgy (189 ECF, 2046 FIDE)",19.99,19.99,4,26,453,both pieces,1,1,1,0,0,English,30,,5234,1.77,"Jun 26, 2019",High,Community
276,stonewall-middlegames/course/26301/,Stonewall Middlegames,Strategy/Opening course,"FM leopslr (2600 Online Rating, 2346 FIDE)",22.99,22.99,3,5,8,both pieces,0,1,1,1,0,English,"21,460",,266,9.71,"May 15, 2020",Medium,Titled player
277,killer-dutch-middlegames/course/25237/,Killer Dutch Middlegames,Strategy course,"FM leopslr (2600 Online Rating, 2346 FIDE)",21.0,21.0,4,5,1,both pieces,0,1,1,1,1,English,"14,232",,284,5.48,"Nov 11, 2019",High,Titled player
278,my-first-chess-opening-repertoire-for-black/course/9014/,My First Chess Opening Repertoire for Black,Opening course,Vincent Moret & New in Chess,24.95,124.94,4,52,119,black pieces,1,1,1,0,0,English,"77,626",1 hour and 6 minutes,282,13.34,"Feb 19, 2018",Community,Publisher
279,my-first-chess-opening-repertoire-for-white/course/7543/,My First Chess Opening Repertoire for White,Opening course,"Vincent Moret, IM Lorin D'Costa, Nick Murphy & New in Chess",24.95,124.94,4,104,557,white pieces,1,1,0,0,0,English,"52,633",1 hour and 20 minutes,191,13.54,"Oct 25, 2017",Community,Publisher
280,back-to-basics-tactics/course/23488/,Back to Basics: Tactics,Tactics course,CM Dan Heisman Russell Enterprises,22.99,22.99,4,45,21,both pieces,1,1,1,0,0,English,"36,755",,604,2.43,"May 17, 2019",Community,Publisher
281,improve-your-chess-tactics-700-practical-lessons-exercises/course/8527/,Improve Your Chess Tactics: 700 Practical Lessons & Exercises,Tactics course,Yakov Neishtadt & New in Chess,24.5,56.0,4,194,336,both pieces,0,1,1,1,0,English,"49,915",1 hour and 18 minutes,730,3.55,"Feb 05, 2018",Community,Publisher
282,the-power-of-pawns-chess-structures-fundamentals-for-post-beginners/course/21159/,The Power of Pawns: Chess Structures Fundamentals for Post-Beginners,Strategy course,GM Jörg Hickl & New in Chess,25.5,25.5,4,26,25,both pieces,0,1,1,1,0,English,"69,529",,248,16.98,"Apr 23, 2019",Community,Publisher
283,invisible-chess-moves/course/17330/,Invisible Chess Moves,Tactics course,IM Yochanan Afek and FM Emmanuel Neiman & New in Chess,25.5,25.5,4,12,8,both pieces,0,1,1,1,0,English,"38,410",,201,5.79,"Feb 12, 2019",Community,Titled player
284,the-vienna-game-rekindled/course/26820/,The Vienna Game: Rekindled,Opening course,GM marianpetrov,25.5,25.5,4,20,8,white pieces,0,1,1,1,1,English,"11,518",,92,17.76,"Oct 28, 2019",High,Titled player
285,tune-your-chess-tactics-antenna/course/23034/,Tune Your Chess Tactics Antenna,Tactics course,FM Emmanuel Neiman & New in Chess,26.5,26.5,4,90,302,both pieces,1,1,1,1,0,English,"33,361",,255,23.6,"May 10, 2019",Community,Publisher
286,the-modernized-colle-zukertort-attack/course/29156/,The Modernized Colle-Zukertort Attack,Opening course,GM Milos Pavlovic & Thinkers Publishing,26.95,26.95,4,11,16,white pieces,0,1,1,1,1,English,"41,182",,454,17.48,"Dec 12, 2019",Community,Publisher
287,the-100-endgames-you-must-know-workbook-practical-endgames-exercises-for-every-chess-player/course/24420/,The 100 Endgames You Must Know Workbook: Practical Endgames Exercises for Every Chess Player,Endgame course,GM Jesús de la Villa & New in Chess,27.99,27.99,4,51,265,both pieces,0,1,1,1,1,English,"57,954",,0,6.59,"Jul 01, 2019",Community,Publisher
288,the-hyper-accelerated-dragon-a-full-repertoire-for-black/course/8300/,The Hyper Accelerated Dragon: A Full Repertoire for Black,Opening course,IM Raja Panjwani & Thinkers Publishing,26.95,26.95,4,81,115,black pieces,0,0,1,1,0,English,"74,375",,226,18.11,"Jan 17, 2018",Community,Publisher
